User_ID,Uplift_Score,Prob_Buy_Ad,Prob_Buy_NoAd,Real_Outcome,Real_Treatment
629393,0.19884172975902037,0.2806488351958045,0.08180710543678414,1,1
552268,0.19832965293395027,0.2663903084854966,0.06806065555154635,0,1
411478,0.19781365645526078,0.2322058374750781,0.034392181019817294,1,1
493574,0.19578814096475705,0.3461789119895131,0.15039077102475606,0,0
489593,0.19483010605502743,0.22705992982240628,0.032229823767378846,0,0
257608,0.19442424468431962,0.28464187282071884,0.09021762813639922,0,0
149067,0.19264140650140762,0.20778379256435497,0.015142386062947343,0,1
371400,0.19109673703392135,0.40491686024003093,0.21382012320610957,0,0
779290,0.19026807541953905,0.25702768090818956,0.06675960548865052,0,0
265838,0.19021147838825253,0.2409508951052888,0.05073941671703628,0,1
590834,0.18643521147668016,0.20256143647796962,0.016126225001289473,0,1
499371,0.1860276847482465,0.21302636044603102,0.026998675697784517,0,0
741211,0.18492108057508636,0.2108412179543227,0.025920137379236357,0,1
578007,0.18379540814411632,0.23826224483993869,0.05446683669582235,0,1
491182,0.18366969947562675,0.24605097737425044,0.06238127789862369,0,0
712956,0.18260583931782862,0.20963501168597717,0.02702917236814856,0,1
616349,0.18137701782587584,0.23349867133296204,0.05212165350708621,1,1
192764,0.18084741895671647,0.2516360821461845,0.07078866318946803,0,1
617923,0.17987598224161444,0.21201813572027534,0.03214215347866089,0,1
971310,0.17987598224161444,0.21201813572027534,0.03214215347866089,0,1
798376,0.17967044202190702,0.24308988045126198,0.06341943842935496,0,1
623406,0.17950368817635273,0.23841845494438763,0.05891476676803489,0,1
411955,0.17828328999265497,0.2242621786627538,0.04597888867009882,0,1
544209,0.17632997535762698,0.1969659681118776,0.020635992754250636,0,1
479039,0.17552860158558153,0.19576279132625882,0.020234189740677276,0,0
431328,0.1751265877940381,0.19044126909669337,0.015314681302655257,0,0
827191,0.17511223302716583,0.21709548093696104,0.04198324790979521,0,0
308139,0.17379951913118524,0.2526751294863423,0.07887561035515704,0,0
709719,0.17363942627404205,0.2967922927550411,0.12315286648099903,0,0
247603,0.1735828833303471,0.19816887286552035,0.02458598953517323,0,1
546790,0.1729268874755803,0.2048231725070368,0.03189628503145651,0,1
763096,0.17137625183157612,0.18547480946872638,0.014098557637150247,0,1
664678,0.171313916814443,0.211375576346542,0.040061659532098996,0,0
151195,0.16964240801087438,0.20157020300610745,0.03192779499523307,0,1
442786,0.16943788227997741,0.18103263853413612,0.011594756254158692,0,0
518400,0.16920329781062166,0.21193764324433484,0.042734345433713176,0,0
136187,0.1683906741392884,0.19637307337867616,0.027982399239387758,0,0
673695,0.16718014225345995,0.20045563829503302,0.03327549604157307,0,0
419030,0.16712041929542748,0.4081557153835187,0.2410352960880912,0,1
310176,0.1669355449145631,0.24568692811207302,0.0787513831975099,0,1
835457,0.16630212475359485,0.2692428054824776,0.10294068072888274,0,1
429365,0.16614241398107774,0.2988607399423411,0.13271832596126334,0,1
830546,0.1655608137054484,0.2547952998999875,0.08923448619453911,1,1
768179,0.16502323238453792,0.24541606740920777,0.08039283502466986,0,0
441097,0.16455646212913286,0.1845492103232953,0.019992748194162437,1,0
816409,0.16372685455651959,0.1836208913357346,0.01989403677921501,0,0
522225,0.1636942569669704,0.17900893826962566,0.015314681302655257,0,1
440754,0.1631419211662785,0.1899658558418522,0.026823934675573705,0,1
906970,0.16310069673408933,0.23350499176641878,0.07040429503232945,1,1
710704,0.1625911711513141,0.22016372424599204,0.057572553094677945,0,1
126155,0.16240879279661086,0.25098714366306824,0.08857835086645739,0,0
700541,0.16122539616894144,0.20339957516162743,0.042174178992685996,0,0
655689,0.16105546141459817,0.23299432021595629,0.07193885880135811,1,0
291335,0.15920316821364391,0.22816671166078809,0.06896354344714417,1,1
828342,0.1591058700712861,0.20305985190750409,0.043953981836217994,0,1
717895,0.15904815562030766,0.21516570681939076,0.0561175511990831,0,0
790885,0.15759191841152317,0.2098696683872075,0.05227774997568433,0,0
369114,0.1573589974758849,0.19725250400704974,0.039893506531164864,0,1
506845,0.15729374139727817,0.22951985596517385,0.07222611456789568,0,0
472598,0.1571583166702985,0.1754275147179593,0.018269198047660796,0,0
347736,0.15701454239303678,0.2138941569452401,0.056879614552203334,0,1
654594,0.15697668415858035,0.20098137379632702,0.04400468963774668,1,1
359747,0.15672702399162286,0.22659243199886883,0.06986540800724596,0,1
945474,0.15668369132021726,0.29552283380241445,0.1388391424821972,0,0
